ANO;NIVEL;COD_CURSO;NOME_CURSO;CIDADE;PAIS;NOME_PAIS;TOTAL;
1997;D;5;Tecnologia de Alimentos;Socorro;BR;Brasil;1;
1997;D;5;Tecnologia de Alimentos;Tabapuã;BR;Brasil;1;
1997;D;5;Tecnologia de Alimentos;Tegucigalpa;HN;Honduras;1;
1997;D;5;Tecnologia de Alimentos;Uraí;BR;Brasil;1;
1997;D;5;Tecnologia de Alimentos;Valencia;ES;Espanha;1;
1997;D;5;Tecnologia de Alimentos;Valparaiso;CL;Chile;1;
1997;D;5;Tecnologia de Alimentos;Vigia;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Araçatuba;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Arez;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Assaí;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Assis;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Belo Horizonte;BR;Brasil;3;
1997;D;6;Ciência de Alimentos;Botucatu;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Campinas;BR;Brasil;6;
1997;D;6;Ciência de Alimentos;Canete;PE;Peru;1;
1997;D;6;Ciência de Alimentos;Catu;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Duque de Caxias;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Erbach/Odenwald;DA;Alemanha;1;
1997;D;6;Ciência de Alimentos;Escada;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Guaimbê;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Itaperuna;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Itatiba;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Itaú de Minas;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Jaboticabal;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;João Pessoa;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Jundiaí;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Leon;NI;Nicarágua;1;
1997;D;6;Ciência de Alimentos;Lima;PE;Peru;1;
1997;D;6;Ciência de Alimentos;Lobato;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Londrina;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Manaus;BR;Brasil;2;
1997;D;6;Ciência de Alimentos;Maringá;BR;Brasil;4;
1997;D;6;Ciência de Alimentos;Monte Mor;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Novo Hamburgo;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Ourinhos;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Paraguaçu Paulista;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Penápolis;BR;Brasil;2;
1997;D;6;Ciência de Alimentos;Pilões;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Piracicaba;BR;Brasil;3;
1997;D;6;Ciência de Alimentos;Pirassununga;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Porto Alegre;BR;Brasil;2;
1997;D;6;Ciência de Alimentos;Presidente Venceslau;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Recife;BR;Brasil;4;
1997;D;6;Ciência de Alimentos;Restinga Seca;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Ribeira;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Rio Claro;BR;Brasil;2;
1997;D;6;Ciência de Alimentos;Rio de Janeiro;BR;Brasil;4;
1997;D;6;Ciência de Alimentos;Santa Inês;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;São José do Rio Pardo;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;São Paulo;BR;Brasil;10;
1997;D;6;Ciência de Alimentos;Sorocaba;BR;Brasil;2;
1997;D;6;Ciência de Alimentos;Tabapuã;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Taubaté;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Tokyo;JP;Japão;1;
1997;D;6;Ciência de Alimentos;Uberaba;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Urupês;BR;Brasil;1;
1997;D;6;Ciência de Alimentos;Viña Del Mar;CL;Chile;1;
1997;D;6;Ciência de Alimentos;Woodland-Califórnia;US;Estados Unidos da América;1;
1997;D;7;Engenharia de Alimentos;Aracaju;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Araguari;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Araraquara;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Assis;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Belém;BR;Brasil;2;
1997;D;7;Engenharia de Alimentos;Campina Grande;BR;Brasil;3;
1997;D;7;Engenharia de Alimentos;Campinas;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Campo Grande;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Caxias do Sul;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Challapata-Abaroa;BO;Bolívia;1;
1997;D;7;Engenharia de Alimentos;Cordeirópolis;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Criciúma;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Curitiba;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Cusco;PE;Peru;1;
1997;D;7;Engenharia de Alimentos;Espírito Santo do Pinhal;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Esteio;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Fernandópolis;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Flórida Paulista;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Genaro Herrera;PE;Peru;1;
1997;D;7;Engenharia de Alimentos;Guaíra;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Itutinga;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Jaguaribe;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;João Monlevade;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Lima;PE;Peru;3;
1997;D;7;Engenharia de Alimentos;Lins;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Manaus;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Marapanim;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Medellin;CO;Colômbia;1;
1997;D;7;Engenharia de Alimentos;Monte Azul Paulista;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Montes Claros;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Morro Agudo;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Mucurici;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Nova Era;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Olho D'Água das Cunhãs;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Olímpia;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Patrocínio;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Piracicaba;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Piura;PE;Peru;1;
1997;D;7;Engenharia de Alimentos;Recife;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Rio Grande;BR;Brasil;2;
1997;D;7;Engenharia de Alimentos;Sacramento-California;US;Estados Unidos da América;1;
1997;D;7;Engenharia de Alimentos;Salvador;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;San Martin;PE;Peru;1;
1997;D;7;Engenharia de Alimentos;Santa Maria;BR;Brasil;2;
1997;D;7;Engenharia de Alimentos;São Carlos;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;São João da Boa Vista;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;São José do Rio Preto;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;São Lourenço do Sul;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;São Paulo;BR;Brasil;3;
1997;D;7;Engenharia de Alimentos;Serraria;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Sorocaba;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Tubarão;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Uruçuí;BR;Brasil;1;
1997;D;7;Engenharia de Alimentos;Veneza;IT;Itália;1;
1997;D;8;Ciências Médicas;Americana;BR;Brasil;1;
1997;D;8;Ciências Médicas;Amparo;BR;Brasil;1;
1997;D;8;Ciências Médicas;Anápolis;BR;Brasil;1;
1997;D;8;Ciências Médicas;Araraquara;BR;Brasil;1;
1997;D;8;Ciências Médicas;Barretos;BR;Brasil;1;
1997;D;8;Ciências Médicas;Bauru;BR;Brasil;2;
1997;D;8;Ciências Médicas;Belém;BR;Brasil;1;
1997;D;8;Ciências Médicas;Belo Horizonte;BR;Brasil;3;
1997;D;8;Ciências Médicas;Bilac;BR;Brasil;1;
1997;D;8;Ciências Médicas;Bogotá;CO;Colômbia;1;
1997;D;8;Ciências Médicas;Botucatu;BR;Brasil;1;
1997;D;8;Ciências Médicas;Bragança Paulista;BR;Brasil;1;
1997;D;8;Ciências Médicas;Caldas;BR;Brasil;1;
1997;D;8;Ciências Médicas;Campina Grande;BR;Brasil;1;
1997;D;8;Ciências Médicas;Campinas;BR;Brasil;7;
1997;D;8;Ciências Médicas;Campos dos Goytacazes;BR;Brasil;1;
1997;D;8;Ciências Médicas;Catanduva;BR;Brasil;2;
1997;D;8;Ciências Médicas;Cruzeiro do Oeste;BR;Brasil;1;
1997;D;8;Ciências Médicas;Curitiba;BR;Brasil;1;
1997;D;8;Ciências Médicas;Currais Novos;BR;Brasil;1;
1997;D;8;Ciências Médicas;Fortaleza;BR;Brasil;1;
1997;D;8;Ciências Médicas;Garça;BR;Brasil;1;
1997;D;8;Ciências Médicas;Itajaí;BR;Brasil;1;
1997;D;8;Ciências Médicas;Itapetininga;BR;Brasil;1;
1997;D;8;Ciências Médicas;Itapira;BR;Brasil;1;
1997;D;8;Ciências Médicas;Itapuí;BR;Brasil;1;
1997;D;8;Ciências Médicas;Ituverava;BR;Brasil;1;
1997;D;8;Ciências Médicas;Jaboticabal;BR;Brasil;1;
1997;D;8;Ciências Médicas;Lins;BR;Brasil;1;
1997;D;8;Ciências Médicas;Londrina;BR;Brasil;1;
1997;D;8;Ciências Médicas;Meppen;DA;Alemanha;1;
1997;D;8;Ciências Médicas;Molins de Rey-Barcelona;ES;Espanha;1;
1997;D;8;Ciências Médicas;Montevideo;UY;Uruguai;1;
1997;D;8;Ciências Médicas;Montpellier;FR;França;1;
1997;D;8;Ciências Médicas;Natal;BR;Brasil;1;
1997;D;8;Ciências Médicas;Ouro Fino;BR;Brasil;1;
1997;D;8;Ciências Médicas;Pindorama;BR;Brasil;1;
1997;D;8;Ciências Médicas;Piracicaba;BR;Brasil;1;
1997;D;8;Ciências Médicas;Presidente Prudente;BR;Brasil;2;
1997;D;8;Ciências Médicas;Ribeirão Preto;BR;Brasil;1;
1997;D;8;Ciências Médicas;Rio de Janeiro;BR;Brasil;2;
1997;D;8;Ciências Médicas;Riolândia;BR;Brasil;1;
1997;D;8;Ciências Médicas;Salvador;BR;Brasil;1;
1997;D;8;Ciências Médicas;Santo André;BR;Brasil;1;
1997;D;8;Ciências Médicas;Santos;BR;Brasil;1;
1997;D;8;Ciências Médicas;São Caetano do Sul;BR;Brasil;1;
1997;D;8;Ciências Médicas;São Carlos;BR;Brasil;2;
1997;D;8;Ciências Médicas;São Joaquim da Barra;BR;Brasil;1;
1997;D;8;Ciências Médicas;São José do Rio Preto;BR;Brasil;2;
1997;D;8;Ciências Médicas;São Manuel;BR;Brasil;1;
1997;D;8;Ciências Médicas;São Paulo;BR;Brasil;16;
1997;D;8;Ciências Médicas;São Sebastião do Paraíso;BR;Brasil;1;
1997;D;8;Ciências Médicas;Sorocaba;BR;Brasil;1;
1997;D;8;Ciências Médicas;Uberaba;BR;Brasil;1;
1997;D;8;Ciências Médicas;Vila Nova de Ourém;PT;Portugal;1;
1997;D;8;Ciências Médicas;xxxxxxxx;US;Estados Unidos da América;1;
1997;D;9;Biologia Funcional e Molecular;Amparo;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Araçatuba;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Araraquara;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Atibaia;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Bauru;BR;Brasil;2;
1997;D;9;Biologia Funcional e Molecular;Campinas;BR;Brasil;9;
1997;D;9;Biologia Funcional e Molecular;Cardoso;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Goiânia;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Guaraçaí;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Hidrolândia;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Leme;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Londrina;BR;Brasil;2;
1997;D;9;Biologia Funcional e Molecular;Mirassol;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Monte Aprazível;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Presidente Prudente;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Queimados;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Quito;EC;Equador;1;
1997;D;9;Biologia Funcional e Molecular;Rio de Janeiro;BR;Brasil;2;
1997;D;9;Biologia Funcional e Molecular;Salto;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;São Luís;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;São Paulo;BR;Brasil;3;
1997;D;9;Biologia Funcional e Molecular;Socorro;BR;Brasil;1;
1997;D;9;Biologia Funcional e Molecular;Valpaços;PT;Portugal;1;
1997;D;9;Biologia Funcional e Molecular;Yazd;IR;Irã;1;
1997;D;10;Biologia Celular e Estrutural;Aracaju;BR;Brasil;1;
1997;D;10;Biologia Celular e Estrutural;Arapongas;BR;Brasil;1;
1997;D;10;Biologia Celular e Estrutural;Campinas;BR;Brasil;2;
1997;D;10;Biologia Celular e Estrutural;Cienfuegos;CU;Cuba;1;
1997;D;10;Biologia Celular e Estrutural;Jacareí;BR;Brasil;1;
1997;D;10;Biologia Celular e Estrutural;Machado;BR;Brasil;1;
1997;D;10;Biologia Celular e Estrutural;Manaíra;BR;Brasil;1;
1997;D;10;Biologia Celular e Estrutural;Monte Aprazível;BR;Brasil;1;
1997;D;10;Biologia Celular e Estrutural;Natal;BR;Brasil;1;
1997;D;10;Biologia Celular e Estrutural;Ribeirão Preto;BR;Brasil;1;
1997;D;10;Biologia Celular e Estrutural;São José do Rio Preto;BR;Brasil;2;
1997;D;10;Biologia Celular e Estrutural;São Paulo;BR;Brasil;3;
1997;D;10;Biologia Celular e Estrutural;Tunja;CO;Colômbia;1;
1997;D;10;Biologia Celular e Estrutural;Venâncio Aires;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Alagoinhas;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Batatais;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Bicas;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Brasília;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Bujaru;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Campinas;BR;Brasil;2;
1997;D;11;Genética e Biologia Molecular;Cruz das Almas;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Espírito Santo do Pinhal;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Fernandópolis;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Itu;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Lima;PE;Peru;1;
1997;D;11;Genética e Biologia Molecular;Matão;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Mogi Mirim;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Niterói;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Nova Esperança;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Piracicaba;BR;Brasil;3;
1997;D;11;Genética e Biologia Molecular;Porto Alegre;BR;Brasil;2;
1997;D;11;Genética e Biologia Molecular;Presidente Nereu;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Registro;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Ribeirão Preto;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Rio de Janeiro;BR;Brasil;3;
1997;D;11;Genética e Biologia Molecular;Santa Maria da Serra;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Santos;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;São Paulo;BR;Brasil;6;
1997;D;11;Genética e Biologia Molecular;Socorro;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Sorocaba;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Tai Chung;CN;China;1;
1997;D;11;Genética e Biologia Molecular;Tatuí;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Tremembé;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Tupã;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Tupi Paulista;BR;Brasil;1;
1997;D;11;Genética e Biologia Molecular;Valparaiso;CL;Chile;1;
1997;D;12;Biologia Vegetal;Assis;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Bariri;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Batatais;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Belém;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Belo Horizonte;BR;Brasil;3;
1997;D;12;Biologia Vegetal;Blumenau;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Botucatu;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Campinas;BR;Brasil;8;
1997;D;12;Biologia Vegetal;Capivari;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Carrancas;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Casa Branca;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Castilho;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Catanduva;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Cáceres;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Córdoba;AR;Argentina;1;
1997;D;12;Biologia Vegetal;Curitiba;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Dracena;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Espírito Santo do Pinhal;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Franca;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Fronteiras;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Guararapes;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Itararé;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Itu;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Ituverava;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Jundiaí;BR;Brasil;2;
1997;D;12;Biologia Vegetal;Lavras;BR;Brasil;2;
1997;D;12;Biologia Vegetal;Limeira;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Lucélia;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Mineiros do Tietê;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Nova Europa;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Penápolis;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Piracicaba;BR;Brasil;2;
1997;D;12;Biologia Vegetal;Porto Alegre;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Queimados;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Recife;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Rio de Janeiro;BR;Brasil;3;
1997;D;12;Biologia Vegetal;Rio dos Cedros;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Rueil-Malmaison;FR;França;1;
1997;D;12;Biologia Vegetal;Salvador;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Santa Maria;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Santos;BR;Brasil;1;
1997;D;12;Biologia Vegetal;São Caetano do Sul;BR;Brasil;1;
1997;D;12;Biologia Vegetal;São Paulo;BR;Brasil;13;
1997;D;12;Biologia Vegetal;Sertãozinho;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Sorocaba;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Teófilo Otoni;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Três Lagoas;BR;Brasil;1;
1997;D;12;Biologia Vegetal;Uberlândia;BR;Brasil;1;
1997;D;13;Ecologia;Belém;BR;Brasil;1;
1997;D;13;Ecologia;Belo Horizonte;BR;Brasil;2;
1997;D;13;Ecologia;Bogotá;CO;Colômbia;1;
1997;D;13;Ecologia;Brasília;BR;Brasil;1;
1997;D;13;Ecologia;Campinas;BR;Brasil;1;
1997;D;13;Ecologia;Caxias do Sul;BR;Brasil;1;
1997;D;13;Ecologia;Curitiba;BR;Brasil;1;
1997;D;13;Ecologia;Fortaleza;BR;Brasil;1;
1997;D;13;Ecologia;Foz do Iguaçu;BR;Brasil;1;
1997;D;13;Ecologia;Jardim;BR;Brasil;1;
1997;D;13;Ecologia;Jundiaí;BR;Brasil;1;
1997;D;13;Ecologia;Maputo;MZ;Moçambique;1;
1997;D;13;Ecologia;Piraju;BR;Brasil;1;
1997;D;13;Ecologia;Porto Alegre;BR;Brasil;1;
1997;D;13;Ecologia;Rio Claro;BR;Brasil;1;
1997;D;13;Ecologia;Rio de Janeiro;BR;Brasil;5;
1997;D;13;Ecologia;Santafé de Bogotá;CO;Colômbia;1;
1997;D;13;Ecologia;São Bernardo do Campo;BR;Brasil;1;
1997;D;13;Ecologia;São José do Rio Preto;BR;Brasil;1;
1997;D;13;Ecologia;São Paulo;BR;Brasil;5;
1997;D;13;Ecologia;Três Lagoas;BR;Brasil;1;
1997;D;13;Ecologia;Vitória;BR;Brasil;1;
1997;D;14;Biologia Animal;Campinas;BR;Brasil;2;
1997;D;14;Biologia Animal;Casa Branca;BR;Brasil;1;
1997;D;14;Biologia Animal;Ilhéus;BR;Brasil;1;
1997;D;14;Biologia Animal;Itapira;BR;Brasil;1;
1997;D;14;Biologia Animal;Itararé;BR;Brasil;1;
1997;D;14;Biologia Animal;Mogi Guaçu;BR;Brasil;1;
1997;D;14;Biologia Animal;Pirassununga;BR;Brasil;1;
1997;D;14;Biologia Animal;Ribeirão Preto;BR;Brasil;1;
1997;D;14;Biologia Animal;Rio Claro;BR;Brasil;1;
1997;D;14;Biologia Animal;Salto Grande;BR;Brasil;1;
1997;D;14;Biologia Animal;Santiago;CL;Chile;1;
1997;D;14;Biologia Animal;São Paulo;BR;Brasil;1;
1997;D;15;Doutorado em Ortodontia;Fortaleza;BR;Brasil;1;
1997;D;15;Doutorado em Ortodontia;Guadalajara;MX;México;1;
1997;D;15;Doutorado em Ortodontia;Natal;BR;Brasil;1;
1997;D;15;Doutorado em Ortodontia;Orlândia;BR;Brasil;1;
1997;D;15;Doutorado em Ortodontia;Patos de Minas;BR;Brasil;1;
1997;D;15;Doutorado em Ortodontia;São Luís;BR;Brasil;1;
1997;D;15;Doutorado em Ortodontia;São Paulo;BR;Brasil;2;
1997;D;15;Doutorado em Ortodontia;Teresina;BR;Brasil;1;
1997;D;15;Doutorado em Ortodontia;Uberlândia;BR;Brasil;1;
1997;D;15;Doutorado em Ortodontia;Vacaria;BR;Brasil;1;
